timestamp_ns,latency_us,ok,burst
1771606175169156796,1486,true,false
1771606175170627537,1123,true,false
1771606175171755394,1063,true,false
1771606175172818990,1393,true,false
1771606175174215927,1254,true,false
1771606175175469993,1601,true,false
1771606175176926251,1250,true,false
1771606175178177410,1104,true,false
1771606175179280962,1689,true,false
1771606175180773015,1605,true,false
1771606175182271008,1188,true,false
1771606175183459938,2079,true,false
1771606175184786303,2244,true,false
1771606175186802098,1273,true,false
1771606175188077722,1070,true,false
1771606175189151713,1048,true,false
1771606175190202749,1090,true,false
1771606175191289025,1355,true,false
1771606175192555254,1349,true,false
1771606175193826357,1416,true,false
1771606175195163607,1297,true,false
1771606175196462954,1127,true,false
1771606175197585888,1422,true,false
1771606175198824172,1294,true,false
1771606175200120990,1227,true,false
1771606175201348820,1606,true,false
1771606175202754571,1236,true,false
1771606175203985939,1199,true,false
1771606175205188787,1461,true,false
1771606175206531512,1459,true,false
1771606175208007818,1383,true,false
1771606175209319170,1448,true,false
1771606175210658477,1252,true,false
1771606175211909535,1120,true,false
1771606175213026979,1332,true,false
